incident_month,incident_year,injury_severity,latitude,longitude,month_year,shark_behaviour_generic,shark_behaviour_specific,site_category_cleaned,state_names,victim_injury,location,provoked_unprovoked,victim_gender,victim_activity,shark_common_name,shark_scientific_name,no_sharks,reference,injury_location,data_source,shark_identification_method,shark_behaviour,victim_age
1,1791,major_lacerations,-33.86666666666667,151.2,1791-01-01,unknown,unknown,coastal,New South Wales,fatal,near sydney,unprovoked,female,swimming,white shark,Carcharodon carcharias ,,"shark&survl, whitley 1958, book ref 1793",torso,book,"bite analysis, shark behaviour, geographical location",unknown,
3,1803,nan,-25.833333333333332,113.88333333333334,1803-03-01,swam_at_victim,swam_at_victim,coastal,Western Australia,injured,"hamelin bay, faure island",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"balgridge,green,taylor,whitley 1940",unknown,book,"bite analysis, shark behaviour, geographical location",swam at victim,
1,1807,minor_lacerations,-33.86666666666667,151.2,1807-01-01,bit_victim_on_wrist,bit_victim_on_wrist,estuary_harbour,New South Wales,injured,"cockle bay, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,sydney gazette 18.1.1807,"arm, hand",media outlet,"bite analysis, shark behaviour",bit victim on wrist,
1,1820,major_lacerations,-42.8,147.53333333333333,1820-01-01,bit_leg,bit_leg,coastal,Tasmania,fatal,"sweetwater point, pitt water",provoked,male,swimming,shark_not_known,shark_not_known,1.0,"shark&survl, c. black researcher",leg,witness account,unknown,bit victim on leg,
1,1825,minor_lacerations,-33.85,151.21666666666667,1825-01-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,"kirribili point, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,maitland daily mercury 13.11.1899,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit legs,15.0
1,1830,major_lacerations,-43.28333333333333,147.33333333333334,1830-01-01,bit_arm,bit_arm,island_open_ocean,Tasmania,injured,bruny island,unprovoked,female,swimming,white shark,Carcharodon carcharias ,1.0,the mercury 7.3.1923,arm,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on arms,
1,1832,minor_lacerations,-33.86666666666667,151.18333333333334,1832-01-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,"blackwattle bay, glebe, sydney harbour",provoked,male,swimming,bull shark,Carcharhinus leucas,,smh 23.1.1832,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
6,1832,major_lacerations,-33.833333333333336,151.26666666666668,1832-06-01,bit_leg,bit_leg,coastal,New South Wales,injured,"south head, sydney harbour",provoked,female,fishing,white shark,Carcharodon carcharias ,1.0,sydney herald 11.6.1832,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
1,1836,nan,-34.95,138.5,1836-01-01,unknown,unknown,coastal,South Australia,injured,holdfast bay,unprovoked,male,swimming,white shark,Carcharodon carcharias ,,sharpe     date?,unknown,book,"bite analysis, shark behaviour, geographical location",unknown,
8,1836,nan,-25.483333333333334,152.98333333333332,1836-08-01,bit_other,bit_victim_on_body,coastal,Queensland,fatal,fraser island,unprovoked,male,swimming,whaler shark,Carcharhinidae,1.0,"shipwrecks, evan mchugh",other: body not recovered,book,geoghraphical location,bit victim on body,
8,1836,nan,-25.483333333333334,152.98333333333332,1836-08-01,bit_other,bit_victim_on_body,coastal,Queensland,fatal,fraser island,unprovoked,male,swimming,whaler shark,Carcharhinidae,1.0,"shipwrecks, evan mchugh",other: body not recovered,book,geoghraphical location,bit victim on body,
1,1837,major_lacerations,-30.933333333333334,153.01666666666668,1837-01-01,bit_leg,bit_leg,river,New South Wales,fatal,macleay river,unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"green,baldridge, colonial times 14.2.1837",leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,12.0
8,1839,major_lacerations,-38.983333333333334,146.45,1839-08-01,bit_leg,bit_leg,coastal,Victoria,fatal,"sealer's cove, wilson's promontory",provoked,male,swimming,white shark,Carcharodon carcharias ,1.0,colonial times 20.8.1839,leg,media outlet,"bite analysis, shark behaviour",bit legs,
12,1840,major_lacerations,-33.85,151.21666666666667,1840-12-01,unknown,unknown,estuary_harbour,New South Wales,fatal,"wooloomooloo bay, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,cairns post 13.2.1919,leg,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
4,1841,major_lacerations,-33.833333333333336,151.16666666666666,1841-04-01,bit_leg,bit_leg,estuary_harbour,New South Wales,fatal,"cockatoo island, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,the sydney herald 27.4.1841,thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
3,1847,major_lacerations,-27.25,153.25,1847-03-01,unknown,unknown,coastal,Queensland,injured,moreton bay,unprovoked,male,swimming,bull shark,Carcharhinus leucas,,"green, whitley 1958, the queenslander 12.3.1921",foot,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
11,1847,major_lacerations,-27.433333333333334,153.08333333333334,1847-11-01,bit_victim_onleg_thigh,bit_victim_onleg_thigh,river,Queensland,injured,brisbane river,unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"morton bay courrier 4.12.1847, maitland mercury 15.12.1847","thigh, calf",media outlet,"bite analysis, shark behaviour, geographical location",bit victim onleg - thigh,
1,1849,nan,-33.36666666666667,115.28333333333333,1849-01-01,unknown,unknown,ocean_pelagic,Western Australia,fatal,"quindalup, busselton",provoked,male,swimming,white shark,Carcharodon carcharias ,1.0,bunbury herald 7.6.1849,unknown,media outlet,"shark behaviour, geographical location",unknown,
12,1849,other_teeth_marks,-38.333333333333336,141.6,1849-12-01,bit_leg,bit_leg,coastal,Victoria,injured,portland,unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,portland guardian 1.12.1874,leg,media outlet,"shark behaviour, geographical location",bit leg,
12,1849,major_lacerations,-33.81666666666667,151.2,1849-12-01,bit_other,bit_victim_on_body,estuary_harbour,New South Wales,fatal,"woolloomooloo bay, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,smh 3.12.1849,thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on body,
1,1850,nan,-27.283333333333335,153.21666666666667,1850-01-01,attacked,bit_victim,coastal,Queensland,fatal,moreton bay,unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,the queenslander 6.2.1909,other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",bit victim,
3,1850,nan,-29.416666666666668,153.33333333333334,1850-03-01,unknown,unknown,coastal,New South Wales,injured,"yamba, clarence head",unprovoked,male,swimming,whaler shark,Carcharhinidae,1.0,clarence & richmond examiner 8.11.1881,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
11,1853,minor_lacerations,-33.85,151.21666666666667,1853-11-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,sydney harbour,provoked,male,swimming,wobbegong,Orectolobidae,1.0,empire 14.11.1853,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit leg,
1,1855,major_lacerations,-25.5,152.71666666666667,1855-01-01,bit_leg,bit_victims_leg_off,river,Queensland,injured,mary river,unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,capricornian 15.9.1923,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victims leg off,
1,1855,nan,-33.85,151.21666666666667,1855-01-01,swam_at_victim,swam_at_victim,estuary_harbour,New South Wales,uninjured,"woolloomooloo bay, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,evening news 6.1.1915,other: uninjured,media outlet,"shark behaviour, geographical location",swam towards victim,
7,1855,major_lacerations,-10.566666666666666,142.2,1855-07-01,bit_torso,bit_torso,island_open_ocean,Queensland,fatal,hammond island,unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,freemans journal 25.8.1855,torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on torso,
11,1855,major_lacerations,-33.86666666666667,151.2,1855-11-01,bit_victim_from_below,bit_victim_from_below,estuary_harbour,New South Wales,fatal,"millers point, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,the maitland mercury 14.11.1855,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim from below,
2,1856,major_lacerations,-38.13333333333333,144.41666666666666,1856-02-01,bit_leg,bit_leg,coastal,Victoria,injured,"port phillip bay, point henry",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,the argus 16.2.1856,"thigh, foot",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,18.0
5,1856,nan,-35.53333333333333,138.68333333333334,1856-05-01,unknown,unknown,coastal,South Australia,injured,"port elliot, horseshoe bay",unprovoked,male,unknown,wobbegong,Orectolobidae,1.0,the register sa 24.5.1906,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
3,1858,major_lacerations,-37.85,144.9,1858-03-01,bit_leg,bit_leg,coastal,Victoria,fatal,"hobson's bay, port phillip bay",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,the argus 16.3.1858,calf,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,22.0
1,1860,major_lacerations,-35.56666666666667,138.6,1860-01-01,unknown,unknown,coastal,South Australia,injured,encounter bay,unprovoked,male,swimming,white shark,Carcharodon carcharias ,,south australian chronicle 15.12.1894,arm,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
1,1861,minor_lacerations,-27.516666666666666,153.26666666666668,1861-01-01,bit_victim_on_hand,bit_victim_on_hand,coastal,Queensland,injured,"cleveland, moreton bay",unprovoked,male,swimming,wobbegong,Orectolobidae,1.0,moreton bay courier 15.1.1861,"arm, hand",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on hand,
2,1862,abrasion,-37.85,144.9,1862-02-01,grazed,grazed,coastal,Victoria,injured,"huttons wharf, port phillip bay",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,geelong advertiser 19.2.1862,leg,media outlet,"bite analysis, shark behaviour, geographical location",grazed leg with fin,
12,1862,nan,-27.366666666666667,153.15,1862-12-01,bit_torso,bit_torso,river,Queensland,fatal,"brisbane river, brisbane",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,the courier brisbane 19.12.1862,other: body not recovered,media outlet,"shark behaviour, geographical location",bit victim on torso,
1,1863,major_lacerations,-31.883333333333333,151.46666666666667,1863-01-01,bit_leg,bit_leg,river,New South Wales,fatal,manning river,unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"green & whitley, sydney herald 21.1.1863",thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on right thigh,17.0
1,1863,nan,-27.583333333333332,153.31666666666666,1863-01-01,bit_victim_on_legs,bit_victim_on_legs,coastal,Queensland,fatal,"moreton bay, victoria point",provoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,the queenslander 14.10.1916,other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on legs,
3,1863,major_lacerations,-37.9,144.98333333333332,1863-03-01,bit_torso,bit_torso,coastal,Victoria,injured,"brighton bay, melbourne",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,argus 10.3.1863,"torso, leg",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on torso,
4,1863,nan,-26.8,153.13333333333333,1863-04-01,attacked,bit_victim,coastal,Queensland,fatal,caloundra heads,unprovoked,male,unknown,tiger shark,Galeocerdo cuvier ,2.0,brisbane courier 12.6.1880,other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",bit victim,
11,1865,major_lacerations,-37.86666666666667,144.86666666666667,1865-11-01,unknown,unknown,coastal,Victoria,fatal,"williamstown, phillip bay, melbourne",unprovoked,male,swimming,white shark,Carcharodon carcharias ,,argus 27.11.1865,thigh,media outlet,"bite analysis, shark behaviour, geographical location",unknown,33.0
1,1868,major_lacerations,-23.083333333333332,150.73333333333332,1868-01-01,bit_leg,bit_victims_leg_off,coastal,Queensland,injured,yeppoon,unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,capricornian 1.12.1923,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victims leg off,
1,1869,other_teeth_marks,-27.466666666666665,153,1869-01-01,bit_leg,bit_leg,river,Queensland,injured,"brisbane river, milton reach",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,darling downs gazette 23.1.1869,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit leg,
3,1869,minor_lacerations,-34.13333333333333,137.45,1869-03-01,bit_foot,bit_foot,coastal,South Australia,injured,"cape elizabeth, port hughes",provoked,male,fishing,broadnose sevengill shark,Notorynchus cepedianus,1.0,smh 23.3.1869,foot,media outlet,unknown,bit victim on foot,
1,1870,major_lacerations,-27.466666666666665,153.01666666666668,1870-01-01,bit_leg,bit_leg,river,Queensland,injured,"brisbane river, north quay",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,the brisbane courier 10.1.1870,thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,17.0
5,1870,minor_lacerations,-27.083333333333332,153.4,1870-05-01,bit_leg,bit_leg,coastal,Queensland,injured,moreton island,provoked,male,spearfishing,whaler shark,Carcharhinidae,1.0,the brisbane courier 26.5.1870,leg,media outlet,shark behaviour,bit victim on leg,13.0
1,1872,nan,-25.8,153.01666666666668,1872-01-01,attacked,bit_victim,coastal,Queensland,injured,"wide bay, near fraser island",unprovoked,male,swimming,shark_not_known,shark_not_known,1.0,brisbane courier 9.1.1873,unknown,media outlet,unknown,bit victim,
2,1873,nan,-34.833333333333336,138.46666666666667,1873-02-01,bit_object,bit_equipment,coastal,South Australia,uninjured,semaphore beach,unprovoked,male,unmotorised boating,white shark,Carcharodon carcharias ,1.0,smh 17.2.1873,other: uninjured,media outlet,"bite analysis, shark behaviour, geographical location",bit canoe,
1,1874,major_lacerations,-33.86666666666667,151.2,1874-01-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,"darling harbour, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"sharks & survival, the argus 14.1.1874","calf, foot",media outlet,"shark behaviour, geographical location",bit victim on leg,
11,1874,other_teeth_marks,-25.5,152.71666666666667,1874-11-01,bit_leg,bit_leg,river,Queensland,injured,"mary river, maryborough",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,maitland murcury 10.12.1874,thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
11,1874,minor_lacerations,-33,151.71666666666667,1874-11-01,bit_foot,bit_foot,coastal,New South Wales,injured,"redhead beach, newcastle",provoked,male,swimming,wobbegong,Orectolobidae,1.0,maitland murcury 24.11.1874,foot,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on foot,
7,1875,major_lacerations,-29.416666666666668,153.33333333333334,1875-07-01,attacked,bit_victim,river,New South Wales,injured,"yamba, clarence river",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,richmand river herald 9.12.1932,unknown,media outlet,"bite analysis, shark behaviour, geographical location",bit victim,
10,1875,major_lacerations,-10.25,142.11666666666667,1875-10-01,bit_leg,bit_leg,estuary_harbour,Queensland,fatal,torres strait islands,provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,brisbane courier 18.8.1877,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
11,1875,major_lacerations,-29.4,153.33333333333334,1875-11-01,bit_foot,bit_foot,island_open_ocean,New South Wales,injured,"yamba, clarence river heads, lluka beach",provoked,male,swimming,white shark,Carcharodon carcharias ,1.0,brisbane courier 27.11.1875,foot,media outlet,"bite analysis, shark behaviour, geographical location",bit foot,
12,1875,minor_lacerations,-29.4,153.33333333333334,1875-12-01,bit_leg,bit_leg,river,New South Wales,injured,"yamba, clarence river, grafton",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,newcastle chronicle 8.1.1876,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit leg,
1,1876,major_lacerations,-20.7,117.25,1876-01-01,bit_leg,bit_leg,river,Western Australia,injured,port walcott & de grey river,provoked,male,snorkelling,bull shark,Carcharhinus leucas,,"green, whitely, the advertiser 11.1.1940",thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,36.0
1,1876,nan,-37.86666666666667,144.96666666666667,1876-01-01,unknown,unknown,coastal,Victoria,injured,st kilda beach,unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,the argus 5.2.1876,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
2,1876,major_lacerations,-10.25,142.11666666666667,1876-02-01,bit_victim_in_half,bit_victim_in_half,coastal,Queensland,fatal,torres strait islands,provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,brisbane courier 18.8.1877,torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim in half,
2,1876,major_lacerations,-37.85,144.95,1876-02-01,bit_leg,bit_leg,estuary_harbour,Victoria,fatal,albert park pier,unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,the age 7.2.1876,"leg, pelvic region",media outlet,unknown,bit victim on leg,18.0
7,1876,nan,-33.85,151.2,1876-07-01,circled,circled_diver,coastal,New South Wales,uninjured,"dawse point battery, sydney harbour",provoked,male,diving,whaler shark,Carcharhinidae,1.0,evening news 7.7.1876,other: uninjured,media outlet,"bite analysis, shark behaviour, geographical location",circled diver,
12,1876,major_lacerations,-32.766666666666666,151.7,1876-12-01,bit_leg,bit_leg,island_open_ocean,New South Wales,injured,"paterson river, newcastle",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,maitland mercury 11.8.1877,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
1,1877,major_lacerations,-37.833333333333336,144.93333333333334,1877-01-01,unknown,unknown,coastal,Victoria,fatal,"emerald hill, melbourne",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,the argus 1.2.1877,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,30.0
1,1877,minor_lacerations,-38.38333333333333,142.48333333333332,1877-01-01,bit_foot,bit_foot,coastal,Victoria,injured,port fairy,unprovoked,female,swimming,white shark,Carcharodon carcharias ,1.0,the argus 24.1.1877,foot,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on foot,
3,1877,major_lacerations,-38.1,144.65,1877-03-01,bit_leg,bit_leg,coastal,Victoria,injured,"port phillip bay, portarlington",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,the argus 27.3.1877,"thigh, foot",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
12,1877,major_lacerations,-33.86666666666667,151.2,1877-12-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,"balmain, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"green, shark&survul. smh 17.12.1877",leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,12.0
12,1877,minor_lacerations,-34.733333333333334,138.03333333333333,1877-12-01,bit_leg,bit_leg,coastal,South Australia,injured,st kilda beach,provoked,male,swimming,shark_not_known,shark_not_known,1.0,northern argus 7.12.1877,leg,media outlet,unknown,bit leg,
1,1878,major_lacerations,-9.633333333333333,142.68333333333334,1878-01-01,unknown,unknown,island_open_ocean,Queensland,injured,"torres strait, saibai island",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,maitland mercury & hunter valley advertiser 26.3.1878,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
3,1878,minor_lacerations,-38.38333333333333,142.5,1878-03-01,bit_other,bit_back,river,Victoria,injured,hopkin's river,unprovoked,male,swimming,whaler shark,Carcharhinidae,1.0,the argus 7.3.1878,torso,media outlet,"shark behaviour, geographical location",bit victim on back,
7,1878,major_lacerations,-25.8,153.05,1878-07-01,bit_leg,bit_leg,coastal,Queensland,injured,"inskip point, off frazer island",provoked,male,fishing,bull shark,Carcharhinus leucas,1.0,brisbane courier 26.7.1878,calf,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
11,1878,minor_lacerations,-33.85,151.15,1878-11-01,attacked,bit_victim,estuary_harbour,New South Wales,injured,"iron cove river, sydney harbour",unprovoked,male,swimming,wobbegong,Orectolobidae,1.0,south australian register 19.11.1878,unknown,media outlet,"bite analysis, shark behaviour, geographical location",bit victim,
6,1879,major_lacerations,-33.86666666666667,151.2,1879-06-01,bit_leg,bit_leg,estuary_harbour,New South Wales,fatal,"darling harbour, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,goulburn herald 23.6.1879,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit legs,
11,1879,major_lacerations,-29.4,153.33333333333334,1879-11-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,"yamba, clarence river heads, lluka beach",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,maitland mercury & hunter river advertiser 20.11.1879,thigh,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,15.0
1,1880,nan,-16.9,145.98333333333332,1880-01-01,bit_victim_in_half,bit_victim_in_half,island_open_ocean,Queensland,fatal,"cairns, fitzroy island",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,morning bulletin rockhamton 2.3.1922,other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",bit victim in half,
1,1880,major_lacerations,-33.083333333333336,151.5,1880-01-01,bit_leg,bit_leg,estuary_harbour,New South Wales,injured,"lake macquarie, dora creek",unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,newcastle morning herald 5.1.1880,foot,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,13.0
1,1880,minor_lacerations,-27.516666666666666,152.9,1880-01-01,bit_leg,bit_leg,river,Queensland,injured,"brisbane river, ipswich",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,queensland times 13.1.1880,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit leg,22.0
11,1880,major_lacerations,-27.466666666666665,153.03333333333333,1880-11-01,bit_leg,bit_leg,river,Queensland,fatal,"brisbane river, kangaroo point",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"personal comm, the maitland mercury 11.12.1880",leg,witness account,"bite analysis, shark behaviour, geographical location",bit victim on leg,15.0
1,1881,nan,-31.066666666666666,152.63333333333333,1881-01-01,swam_towards_victims,swam_towards_victims,estuary_harbour,New South Wales,uninjured,"lake macquarie, pelican flat",unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,smh 20.1.1881,other: uninjured,media outlet,"shark behaviour, geographical location",swam towards victims,
1,1881,major_lacerations,-25.25,152.85,1881-01-01,bit_leg,bit_leg,coastal,Queensland,injured,"hervey bay, wide bay",unprovoked,female,unknown,tiger shark,Galeocerdo cuvier ,1.0,the queenslander 13.12.1919,foot,media outlet,direct observation,bit victim on leg,16.0
8,1881,minor_lacerations,-20,148.8,1881-08-01,bit_leg,bit_leg,ocean_pelagic,Queensland,injured,great barrier reef (unknown location),provoked,male,spearfishing,tiger shark,Galeocerdo cuvier ,1.0,western champion 26.8.1881,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit leg,
11,1881,nan,-33.86666666666667,151.23333333333332,1881-11-01,attacked,bit_victim,estuary_harbour,New South Wales,fatal,"rushcutters bay, sydney harbour",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,brisbane courier 15.11.1881,other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",bit victim,
12,1881,major_lacerations,-24.833333333333332,152.11666666666667,1881-12-01,bit_victim_on_arm,bit_victim_on_arm,river,Queensland,injured,"kolan river, bunbagerg",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,morning herald 6.12.1881,arm,media outlet,"bite analysis, shark behaviour, geographical location",bit  victim on arm,
1,1882,nan,-17.983333333333334,122.23333333333333,1882-01-01,unknown,unknown,coastal,Western Australia,injured,broome (area),provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,,south australian register 3.3.1883,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
4,1882,nan,-33.083333333333336,151.65,1882-04-01,bit_torso,bit_torso,estuary_harbour,New South Wales,fatal,lake macquarie heads,unprovoked,male,unknown,white shark,Carcharodon carcharias ,1.0,smh 18.4.1882,torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on torso,
5,1882,minor_lacerations,-33.85,151.2,1882-05-01,bit_leg,bit_leg,coastal,New South Wales,injured,"miller's point, sydney harbour",unprovoked,male,swimming,wobbegong,Orectolobidae,1.0,the argus 16.5.1882,calf,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
5,1882,major_lacerations,-15.883333333333333,122,1882-05-01,bit_torso,bit_torso,coastal,Western Australia,fatal,broome area (nintey mile beach),provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,the west australian 12.5.1882,torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on torso,
12,1882,nan,-17.983333333333334,122.23333333333333,1882-12-01,unknown,unknown,coastal,Western Australia,fatal,broome (area),provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,south australian register 3.3.1883,unknown,media outlet,"bite analysis, shark behaviour, geographical location",unknown,
1,1883,major_lacerations,-33.85,151.15,1883-01-01,bit_other,bit_victim_on_body,estuary_harbour,New South Wales,fatal,"iron cove bay, sydney",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,smh 24.1.1883,torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on body,37.0
12,1883,major_lacerations,-33.86666666666667,151.2,1883-12-01,bit_other,bit_victim_on_body,estuary_harbour,New South Wales,fatal,"parramatta river, sydney",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,smh 21.12.1883,torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on body,21.0
12,1883,nan,-33.8,151.28333333333333,1883-12-01,swam_towards_victim_horse_,swam_towards_victim_horse_,estuary_harbour,New South Wales,uninjured,"store beach, quarantine, manly",provoked,male,swimming,bull shark,Carcharhinus leucas,1.0,smh 24.12.1883,other: uninjured,media outlet,"bite analysis, shark behaviour, geographical location",swam towards victim & horse ,
1,1884,nan,-33.18333333333333,137.98333333333332,1884-01-01,sharks_pulled_victim_underwater,sharks_pulled_victim_underwater,coastal,South Australia,fatal,port pirie,unprovoked,female,swimming,white shark,Carcharodon carcharias ,2.0,"shark&survl, sa register 9.3.1885, the advertiser 23.1.1936",other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",sharks pulled victim underwater,16.0
10,1885,nan,-33.81666666666667,151.05,1885-10-01,bit_object,bit_dress,river,New South Wales,uninjured,parramatta river,unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,evening news 5.10.1885,other: uninjured,media outlet,"shark behaviour, geographical location",bit dress,
11,1885,major_lacerations,-33.31666666666667,115.63333333333334,1885-11-01,bit_leg,bit_leg,coastal,Western Australia,injured,bunbury,unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,west australian 3.12.1885,calf,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,
1,1886,nan,-25.533333333333335,152.7,1886-01-01,unknown,unknown,estuary_harbour,Queensland,uninjured,maryborough harbour,unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,brisbane courier 27.1.1886,other: uninjured,media outlet,"shark behaviour, geographical location",unknown,
4,1886,minor_lacerations,-23.383333333333333,150.63333333333333,1886-04-01,bit_victim_on_wrist,bit_victim_on_wrist,river,Queensland,injured,"fitzroy river, rotheway bay",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,brisbane courier 4.5.1886,"arm, hand",media outlet,"shark behaviour, geographical location",bit victim on wrist,
